iter	RMSE
240	0.005488074461
241	0.005477880211
242	0.005470057245
243	0.005458940842
244	0.005447676674
245	0.005441728644
246	0.005434479348
247	0.005427872057
248	0.005420269952
249	0.005413538667
250	0.005408725276
251	0.005401531913
252	0.005395425657
253	0.005387137395
254	0.005375484797
255	0.005369431685
256	0.005362532098
257	0.005358257951
258	0.005349863441
259	0.005341538285
260	0.005332548196
261	0.00532673581
262	0.005320116892
263	0.005312662524
264	0.005306254225
265	0.005302450335
266	0.005296887017
267	0.00528507588
268	0.005279047697
269	0.005270882959
270	0.005262046354
271	0.005252875694
272	0.005239818891
273	0.005234660444
274	0.00522510903
275	0.005219616597
276	0.005216494144
277	0.005208363209
278	0.005200457057
279	0.00519457839
280	0.005189434243
281	0.00518221345
282	0.005172048264
283	0.005162989742
284	0.005156935489
285	0.005150203879
286	0.005142758052
287	0.00513307786
288	0.005128015785
289	0.005122476451
290	0.005114993401
291	0.005109642365
292	0.005104304552
293	0.005098583962
294	0.005090433277
295	0.005084857426
296	0.005081238756
297	0.005076159184
298	0.005071631386
299	0.005062154496
300	0.005058939167
301	0.005050193754
302	0.005042415576
303	0.005033588831
304	0.005026550316
305	0.00501964415
306	0.005013991555
307	0.005009864963
308	0.005003606166
309	0.004998327629
310	0.004991602577
311	0.004982554028
312	0.004977787145
313	0.004973026388
314	0.004968076103
315	0.004961567229
316	0.004951793962
317	0.004945525217
318	0.00493920249
319	0.004933796976
320	0.004928253009
321	0.004922581658
322	0.004916393142
323	0.004908897733
324	0.004903326958
325	0.004897208244
326	0.004890263866
327	0.004884505054
328	0.004879369199
329	0.004871754087
330	0.004865102554
331	0.004858396331
332	0.004851251488
333	0.004848792974
334	0.004841916626
335	0.004834842763
336	0.004827394456
337	0.004821699252
338	0.004819838297
339	0.004815802553
340	0.00480932249
341	0.004804543113
342	0.004796754353
343	0.004789704983
344	0.004781536597
345	0.004776243722
346	0.004770970088
347	0.004765986946
348	0.004758328452
349	0.004751794465
350	0.004748015956
351	0.004745080398
352	0.004739643857
353	0.004733635306
354	0.004729123498
355	0.004721520071
356	0.004717068752
357	0.004712457759
358	0.004705619762
359	0.004698351682
360	0.004692967423
361	0.004686328795
362	0.004679352622
363	0.004674635991
364	0.004668063338
365	0.004661170698
366	0.004654758584
367	0.004648687796
368	0.004645990558
369	0.004643203575
370	0.004640443485
371	0.004636168282
372	0.00462587769
373	0.004621456772
374	0.00461818133
375	0.004611999367
376	0.004608251634
377	0.004601800143
378	0.004597019552
379	0.00459223744
380	0.004585039259
381	0.004579438854
382	0.004576092754
383	0.00456913218
384	0.00456362766
385	0.004557934056
386	0.004553072831
387	0.004547573969
388	0.004540690158
389	0.004535148666
390	0.00452662687
391	0.004524285114
392	0.00452264808
393	0.004517368156
394	0.00451312351
395	0.004509742908
396	0.004504446285
397	0.004499259207
398	0.004497076299
399	0.004491274035
400	0.004487145946
401	0.004482008029
402	0.004477316831
403	0.004473383039
404	0.004466566743
405	0.004459321421
406	0.004454596964
407	0.004450452297
408	0.004446010817
409	0.004442863558
410	0.00443825419
411	0.004433185377
412	0.004427084067
413	0.004421792972
414	0.004417317575
415	0.00441361112
416	0.004408305065
417	0.004403717814
418	0.004398459839
419	0.004396142794
420	0.004391116179
421	0.004388890352
422	0.004383894454
423	0.004377990239
424	0.00437420243
425	0.004369257221
426	0.004363552567
427	0.004357943585
428	0.00435254393
429	0.004348776375
430	0.004346188538
431	0.004344690449
432	0.00433907883
433	0.004335332083
434	0.004328466885
435	0.004322660148
436	0.004320279831
437	0.004316725151
438	0.004312320269
439	0.004309715567
440	0.00430467003
441	0.004296745651
442	0.004293918757
443	0.004288849087
444	0.004284121353
445	0.004279414136
446	0.004276367033
447	0.004272273865
448	0.004269532656
449	0.004265563926
450	0.004264211906
451	0.004260704408
452	0.00425489193
453	0.004251098913
454	0.004247765417
455	0.004246273994
456	0.004244307303
457	0.004239661038
458	0.004235388631
459	0.004230498211
460	0.004226894747
461	0.004224890146
462	0.004219091089
463	0.004216577088
464	0.004213517343
465	0.00420988334
466	0.004207194634
467	0.004203961515
468	0.004199111743
469	0.00419730991
470	0.004191348161
471	0.004189027985
472	0.004186867189
473	0.004184216444
474	0.004175174931
475	0.004171524229
476	0.004168198951
477	0.004166302771
478	0.004162378622
479	0.004159341713
480	0.004156050112
481	0.004153095023
482	0.004149161467
483	0.004144258868
484	0.004138663549
485	0.004133819065
486	0.004129612903
487	0.004123363223
488	0.004119618728
489	0.004114462441
490	0.004111820899
491	0.004107981488
492	0.004105215332
493	0.004100203793
494	0.004096042655
495	0.004091211855
496	0.00408697133
497	0.004083902245
498	0.004080936528
499	0.004077934231
500	0.00407489036
501	0.004069940628
502	0.004066731086
503	0.00406382847
504	0.004058867438
505	0.004054578089
506	0.004052986487
507	0.004048832118
508	0.004046268766
509	0.004044413625
510	0.00404285345
511	0.004038902608
512	0.004033869347
513	0.004028570884
514	0.004026675674
515	0.004023395365
516	0.004020146553
517	0.00401478708
518	0.004011503934
519	0.004009691269
520	0.00400476361
521	0.004003197519
522	0.003999622437
523	0.003998069304
524	0.003995915744
525	0.003994360784
526	0.003990629798
527	0.003987764097
528	0.003983915079
529	0.00398295611
530	0.003979767891
531	0.003974716804
532	0.003972198193
533	0.003969654789
534	0.003968419563
535	0.003964759877
536	0.003962293608
537	0.003959616513
538	0.003957256869
539	0.003953125626
540	0.003948795626
541	0.003945748784
542	0.003944035614
543	0.003941241463
544	0.003938267451
545	0.003934490594
546	0.003932287038
547	0.003927664279
548	0.003923306418
549	0.003920256012
550	0.003916656547
551	0.00391576789
552	0.003913353964
553	0.003910548775
554	0.003906147954
555	0.003901864026
556	0.003897558224
557	0.003895885242
558	0.003891959997
559	0.003888700746
560	0.003883662973
561	0.003879813078
562	0.003876698849
563	0.003873379192
564	0.003870589547
565	0.003867749385
566	0.003864090279
567	0.003861491882
568	0.003858647369
569	0.003854365195
570	0.003852690518
571	0.003849710524
572	0.003845601285
573	0.003840166037
574	0.003837605531
575	0.003830716577
576	0.003827515952
577	0.003820095345
578	0.003818143838
579	0.003812217346
580	0.003809871794
581	0.003808549172
582	0.00380239805
583	0.003800431447
584	0.003795884468
585	0.003794584648
586	0.003791825371
587	0.003789551805
588	0.003787696186
589	0.00378099188
590	0.003778206105
591	0.003773644179
592	0.003771128797
593	0.003766605156
594	0.003764256032
595	0.003761487371
596	0.003758119553
597	0.00375547406
598	0.003753303426
599	0.003750403689
600	0.003749031754
601	0.003746065863
602	0.003743206833
603	0.003741818641
604	0.003737882396
605	0.003735699329
606	0.003733309766
607	0.003730211048
608	0.003726149079
609	0.003721941219
610	0.003719447958
611	0.003717635407
612	0.003714868539
613	0.003713569836
614	0.003711525145
615	0.003708890542
616	0.00370560511
617	0.00370059411
618	0.003696668686
619	0.00369275349
620	0.003688140781
621	0.003685391032
622	0.00368168359
623	0.003677290151
624	0.003675993362
625	0.003670981701
626	0.003668850181
627	0.00366639953
628	0.00366366414
629	0.003659477755
630	0.003656812385
631	0.003655253345
632	0.003653785424
633	0.003646780114
634	0.003644793201
635	0.003643037071
636	0.003638183037
637	0.003636361886
638	0.003633941408
639	0.003631438645
640	0.003627419035
641	0.003621575744
642	0.003617686192
643	0.003616103438
644	0.003614128505
645	0.003609211382
646	0.003608353914
647	0.003605768058
648	0.003604590516
649	0.003602457301
650	0.00360200968
651	0.00359865101
652	0.003595754004
653	0.003593033267
654	0.003591786325
655	0.0035881259
656	0.00358625453
657	0.003583899291
658	0.003578785153
659	0.003577032479
660	0.003573851097
661	0.003572230847
662	0.003569952531
663	0.003567571531
664	0.003563782662
665	0.003560811509
666	0.003556111971
667	0.00355545373
668	0.003553156927
669	0.003547657485
670	0.003546007239
671	0.003544111556
672	0.003542456692
673	0.003541082635
674	0.003539619086
675	0.003536268055
676	0.003533462835
677	0.003529250087
678	0.003527929133
679	0.003525745762
680	0.003524141004
681	0.003523567828
682	0.003519113238
683	0.003517946285
684	0.003515713261
685	0.003512555965
686	0.003510660737
687	0.003508700224
688	0.00350807847
689	0.003505848645
690	0.003503546751
691	0.003502961835
692	0.003500415269
693	0.003496601684
694	0.003495512767
695	0.003493852585
696	0.003491379285
697	0.00348932363
698	0.003488267201
699	0.003486897876
700	0.003483707208
701	0.00348251084
702	0.00347994453
703	0.003475962776
704	0.003472901044
705	0.003471376126
706	0.003470218004
707	0.00346964827
708	0.003467598762
709	0.003461432935
710	0.003457762504
711	0.003456399436
712	0.003452873712
713	0.003449812916
714	0.003446680613
715	0.003443998922
716	0.00343943076
717	0.003435196415
718	0.003432857527
719	0.003429261334
720	0.003425972039
721	0.003423418305
722	0.003422450794
723	0.003418904509
724	0.00341709701
725	0.0034160142
726	0.003414127425
727	0.003412760047
728	0.003408837246
729	0.003406960075
730	0.003403903726
731	0.003401767574
732	0.003399296742
733	0.003395980552
734	0.003395108396
735	0.003392310869
736	0.003390599994
737	0.003388515173
738	0.00338710327
739	0.003385683145
740	0.003382384113
741	0.003377908427
742	0.003375157689
743	0.003373743957
744	0.003373299488
745	0.003371546769
746	0.003367757956
747	0.003365167348
748	0.003363443597
749	0.003360220297
750	0.00335718435
751	0.003354352193
752	0.003353213496
753	0.00335091824
754	0.003348738873
755	0.003347593575
756	0.003344898486
757	0.003341990341
758	0.00334118471
759	0.003340409036
760	0.003339163304
761	0.003337261051
762	0.003336034631
763	0.00333360235
764	0.003330455654
765	0.003329239961
766	0.003327486971
767	0.003326535497
768	0.003325804652
769	0.003324833147
770	0.003323366416
771	0.003322840713
772	0.003321042272
773	0.003319691533
774	0.003317833883
775	0.003314016868
776	0.003313254687
777	0.003310549843
778	0.003304064764
779	0.003301879955
780	0.003300146049
781	0.003298004025
782	0.003294882952
783	0.003293171388
784	0.003291903373
785	0.003289066128
786	0.003286794671
787	0.00328355334
788	0.003281182099
789	0.003280595127
790	0.003277414111
791	0.003276708022
792	0.003272228435
793	0.003270296701
794	0.003266446243
795	0.00326533824
796	0.003263815686
797	0.003260926833
798	0.003257761993
799	0.003257147826
800	0.00325573679
801	0.003252222239
802	0.003251899058
803	0.003251647092
804	0.003249700424
805	0.00324749555
806	0.003245352127
807	0.003242452003
808	0.003239885447
809	0.003239705983
810	0.003237564547
811	0.003236811793
812	0.003236120017
813	0.003234691597
814	0.003233203535
815	0.003230573069
816	0.003230321509
817	0.003225964552
818	0.003223614411
819	0.003223134333
820	0.003219452277
821	0.003216917864
822	0.00321557123
823	0.003214261411
824	0.003212161625
825	0.003211847264
826	0.003208471931
827	0.003207592802
828	0.003206507658
829	0.003205530111
830	0.003204682602
831	0.003204384027
832	0.003201789942
833	0.003200532299
834	0.003200267502
835	0.003199916509
836	0.003196491879
837	0.003195060394
838	0.003192633384
839	0.003190652084
840	0.003189075501
841	0.003188887017
842	0.003188220893
843	0.003185150708
844	0.003183532624
845	0.003180133763
846	0.003179562944
847	0.003178221564
848	0.003176135772
849	0.003174869226
850	0.00317218717
851	0.003170304218
852	0.00316895388
853	0.003164941462
854	0.00316329662
855	0.003160805054
856	0.003158982698
857	0.003155895586
858	0.003153197945
859	0.003151100076
860	0.003147727213
861	0.003146174475
862	0.003144313512
863	0.00314258846
864	0.003140936165
865	0.003140123758
866	0.00313996311
867	0.003138113646
868	0.003136727765
869	0.003133324003
870	0.003131519479
871	0.003131236293
872	0.003129824859
873	0.003128151655
874	0.00312586422
875	0.003124236756
876	0.003122068194
877	0.003118294918
878	0.003116093979
879	0.003114422595
880	0.003112232706
881	0.003110304076
882	0.003107890034
883	0.003105717648
884	0.003103100969
885	0.003101246164
886	0.003099421109
887	0.003099196165
888	0.003096082911
889	0.003093641759
890	0.003090756588
891	0.003087320894
892	0.003085871451
893	0.00308482303
894	0.003083683204
895	0.003082605027
896	0.003080104524
897	0.003075432805
898	0.003072568374
899	0.003069403403
900	0.003067860703
901	0.003065356227
902	0.003064718168
903	0.00306278831
904	0.003060631488
905	0.003057314113
906	0.003052774908
907	0.003050048459
908	0.003049698819
909	0.003047718245
910	0.003046182682
911	0.003043775598
912	0.003042186919
913	0.003039217513
914	0.003037863994
915	0.003037426432
916	0.003034602337
917	0.00303378479
918	0.00303225474
919	0.003029353384
920	0.003027837526
921	0.003024549903
922	0.003021832882
923	0.003021448717
924	0.003018963638
925	0.00301707585
926	0.003014820706
927	0.003014542736
928	0.003012511955
929	0.003009370711
930	0.003007640254
931	0.003006131064
932	0.003003475403
933	0.003002910337
934	0.003000364744
935	0.002998888061
936	0.002998513199
937	0.002996328403
938	0.002995101662
939	0.002992543763
940	0.002991228553
941	0.002988491452
942	0.002986844844
943	0.002985389164
944	0.002984216637
945	0.002984073357
946	0.00298108688
947	0.002979546727
948	0.002977531867
949	0.00297490442
950	0.002974469208
951	0.002972981111
952	0.002971261713
953	0.002969602825
954	0.002966855817
955	0.00296519823
956	0.002963921731
957	0.002962450788
958	0.002961237622
959	0.002959578363
960	0.002957152888
961	0.002956592735
962	0.002954355344
963	0.002951921557
964	0.002950548127
965	0.002948526281
966	0.002947318175
967	0.002946183
968	0.002943318889
969	0.002941890834
970	0.002940517164
971	0.002939479343
972	0.002937768296
973	0.002936208619
974	0.002934733567
975	0.002934194304
976	0.002932272448
977	0.002930826702
978	0.002928053728
979	0.002927114091
980	0.00292535525
981	0.002923980445
982	0.00292215955
983	0.002920657989
984	0.002918965394
985	0.002916778452
986	0.002914496807
987	0.002912850555
988	0.002912253458
989	0.002909030028
990	0.00290759572
991	0.002906745028
992	0.002906170909
993	0.002901411541
994	0.002899405387
995	0.002897392304
996	0.002896597582
997	0.002895347315
998	0.002893505491
999	0.002892199617
